Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,params_b,average,date,is_pretrained,months,predicted,scale_contribution,time_contribution
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,3.759,2025-03-06,,🟢 pretrained,3.712730535219289,11.61551350416894,4.554520467313206,0.7552870090634441,1.789709172259505,2.187239583333333,1.374113475177304,3.759,3.712730535219289,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue,3.759,2025-03-06,,🟢 pretrained,4.284721666227881,13.169279733329788,2.93878288661528,0.906344410876133,2.0134228187919474,5.075520833333335,1.6049793144208029,3.759,4.284721666227881,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,3.759,2025-03-06,,🟢 pretrained,3.670762265147779,11.8178654857999,2.9977998836734763,0.8308157099697886,2.1252796420581683,2.45390625,1.798906619385342,3.759,3.670762265147779,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue,3.759,2025-03-06,,🟢 pretrained,3.5261580781434336,12.399876771410966,3.275690229364662,0.7552870090634441,1.1185682326621946,2.187239583333333,1.4202866430260035,3.759,3.5261580781434336,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,3.759,2025-03-06,,🟢 pretrained,4.767499605566051,12.981888057022037,3.133656346349717,1.5861027190332326,1.342281879194629,7.928385416666669,1.632683215130022,3.759,4.767499605566051,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,3.759,2025-03-02,,🟢 pretrained,5.093186530380667,20.490742341431847,2.3470409575204094,0.0,1.342281879194629,4.524739583333332,1.854314420803781,3.759,5.093186530380667,2025-03-02,True,8.772073921971252,12.104839877678495,0.5892087104568452,0.3205120669027268
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,3.759,2025-03-05,,🟢 pretrained,4.837021332568196,14.610566629875397,2.477490056885344,1.3595166163141994,1.9015659955257265,7.10494791666667,1.5680407801418434,3.759,4.837021332568196,2025-03-05,True,8.870636550308008,12.111444659873944,0.5892087104568452,0.3271168490981746
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,3.759,2025-03-06,,🟢 pretrained,4.304343127317076,14.872870649875662,3.7308056255712647,1.2084592145015105,1.5659955257270708,2.824479166666667,1.6234485815602824,3.759,4.304343127317076,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,3.759,2025-03-06,apache-2.0,🟢 pretrained,4.2152701749908585,12.454842041339202,3.814087152005469,1.4350453172205435,1.230425055928408,4.659895833333335,1.6973256501182026,3.759,4.2152701749908585,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,3.759,2025-03-06,,🟢 pretrained,5.136738708504239,19.151850423542868,3.1664911884922264,2.794561933534743,1.230425055928408,3.4539062499999997,1.0231973995271864,3.759,5.136738708504239,2025-03-06,True,8.903490759753593,12.113646253939093,0.5892087104568452,0.3293184431633238
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,3.759,2025-03-05,,🟢 pretrained,4.449975118096195,16.58144833486261,1.9437982768865123,1.6616314199395772,2.348993288590602,2.9283854166666674,1.2355939716312052,3.759,4.449975118096195,2025-03-05,True,8.870636550308008,12.111444659873944,0.5892087104568452,0.3271168490981746
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,3.759,2025-03-05,,🟢 pretrained,4.290233092582329,17.33832896714052,2.499488323419256,1.5861027190332326,1.1185682326621946,1.6401041666666656,1.5588061465721037,3.759,4.290233092582329,2025-03-05,True,8.870636550308008,12.111444659873944,0.5892087104568452,0.3271168490981746
ontocord/wide_6.6b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge-stacked,7.888,2025-03-07,,🟢 pretrained,3.97781016722033,12.439881736015993,3.014694718783778,1.4350453172205435,2.1252796420581683,3.579427083333334,1.2725325059101646,7.888,3.97781016722033,2025-03-07,True,8.936344969199178,14.119450695864469,2.5928115583170728,0.331520037228473
oopere/pruned10-llama-3.2-3B,3.001,2024-12-22,llama3.2,🟢 pretrained,6.919943456537481,17.76298000416672,7.759477124183007,1.9637462235649543,2.2371364653243813,4.687499999999999,7.108820921985815,3.001,6.919943456537481,2024-12-22,True,6.4722792607802875,11.341941887931199,-0.0195776947300047,0.16640048234227994
oopere/pruned20-llama-3.2-3b,2.79,2024-12-12,llama3.2,🟢 pretrained,5.656559779770029,17.887870849346402,6.3327454652272905,1.5861027190332326,2.1252796420581683,2.897135416666666,3.1102245862884166,2.79,5.656559779770029,2024-12-12,True,6.143737166324435,11.122850067133822,-0.21665357487588852,0.1443845416907875
oopere/pruned40-llama-1b,0.914,2024-11-26,llama3.2,🟢 pretrained,6.608357202270273,22.843832143157933,2.6553089313766187,0.7552870090634441,0.0,12.483333333333334,0.912381796690307,0.914,6.608357202270273,2024-11-26,True,5.618069815195072,8.070915875818798,-3.2333622611485247,0.10915903664839964
oopere/pruned40-llama-3.2-1B,0.914,2025-02-19,llama3.2,🟢 pretrained,6.877693765654211,22.663976028050016,2.7012729836642007,0.8308157099697886,0.5592841163310973,13.238281250000002,1.2725325059101646,0.914,6.877693765654211,2025-02-19,True,8.410677618069816,8.258051371356485,-3.2333622611485247,0.29629453218608526
oopere/pruned40-llama-3.2-3b,2.367,2024-12-12,llama3.2,🟢 pretrained,5.371284651830273,21.829634259320827,4.740101545945625,1.283987915407855,0.0,2.408854166666666,1.965130023640662,2.367,5.371284651830273,2024-12-12,True,6.143737166324435,10.678390402336822,-0.6611132396728898,0.1443845416907875
oopere/pruned60-llama-1b,0.753,2024-11-25,llama3.2,🟢 pretrained,5.46756672622325,18.285039251408485,2.9425264807533544,0.2265861027190332,0.0,9.432291666666666,1.9189568557919612,0.753,5.46756672622325,2024-11-25,True,5.585215605749487,7.544922843302688,-3.757153699599486,0.10695744258325043
oopere/pruned60-llama-3.2-3b,1.944,2024-12-13,llama3.2,🟢 pretrained,5.128680683633621,18.247583079562222,3.9884019153468855,0.3776435045317221,2.684563758389265,4.016666666666667,1.457225177304964,1.944,5.128680683633621,2024-12-13,True,6.176591375770021,10.14839276714538,-1.1933124689294818,0.14658613575593676
openai-community/gpt2,0.137,2024-06-12,mit,🟢 pretrained,6.510807087761722,17.925327021192658,2.674981367986987,0.2265861027190332,1.1185682326621946,15.348177083333336,1.7712027186761226,0.137,6.510807087761722,2024-06-12,True,0.13141683778234087,2.572933909236209,-8.363678018851191,-0.25850717223152364
openai-community/gpt2,0.137,2024-08-12,mit,🟢 pretrained,6.33423541829189,17.795449407571912,2.8159113095085133,0.5287009063444109,1.1185682326621946,13.9109375,1.8358451536643017,0.137,6.33423541829189,2024-08-12,True,2.135523613963039,2.707231147210313,-8.363678018851191,-0.12420993425741993
openai-community/gpt2-large,0.812,2024-06-12,mit,🟢 pretrained,5.567707192929642,20.47822001179094,3.2537905449787403,1.2084592145015105,1.230425055928408,5.658072916666665,1.5772754137115832,0.812,5.567707192929642,2024-06-12,True,0.13141683778234087,7.383376355788285,-3.5532355722991142,-0.25850717223152364
openai-community/gpt2-medium,0.38,2024-06-12,mit,🟢 pretrained,5.902340287154445,22.08440271812125,2.719972238356244,0.7552870090634441,1.6778523489932915,6.155989583333335,2.020537825059101,0.38,5.902340287154445,2024-06-12,True,0.13141683778234087,5.330738523513216,-5.605873404574184,-0.25850717223152364
openai-community/gpt2-xl,1.608,2024-06-12,mit,🟢 pretrained,5.093480678758688,20.385798570016444,2.580960647452716,0.9818731117824772,1.1185682326621946,4.036458333333333,1.457225177304964,1.608,5.093480678758688,2024-06-12,True,0.13141683778234087,9.230344734148353,-1.7062671939390484,-0.25850717223152364
orai-nlp/Llama-eus-8B,8.03,2024-09-30,,🟩 continuously pretrained,13.943754358263163,21.61232197236665,20.96137115221118,4.682779456193353,5.257270693512303,8.285677083333335,22.86310579196217,8.03,13.943754358263163,2024-09-30,True,3.7453798767967146,13.819829543315965,2.641042268062149,-0.016331825065107105
pints-ai/1.5-Pints-16K-v0.1,1.566,2024-09-09,mit,🟢 pretrained,4.250927888464816,16.35914927946737,3.658292060342125,1.4350453172205435,0.0,2.734375,1.3187056737588652,1.566,4.250927888464816,2024-09-09,True,3.055441478439425,9.354741487610962,-1.7778123122747191,-0.06256530043324118
pints-ai/1.5-Pints-2K-v0.1,1.566,2024-09-09,mit,🟢 pretrained,4.044439684591542,17.615593292463995,2.3744704635071923,1.283987915407855,0.0,1.8401041666666655,1.1524822695035457,1.566,4.044439684591542,2024-09-09,True,3.055441478439425,9.354741487610962,-1.7778123122747191,-0.06256530043324118
postbot/gpt2-medium-emailgen,0.38,2024-11-17,apache-2.0,🟩 continuously pretrained,4.743048119298616,14.92030035860406,3.673700346196318,0.0,1.342281879194629,6.889322916666669,1.632683215130022,0.38,4.743048119298616,2024-11-17,True,5.322381930184805,5.678590385806796,-5.605873404574184,0.08934469006205648
princeton-nlp/Llama-3-8B-ProLong-512k-Base,8.03,2024-10-16,llama3,🟩 continuously pretrained,21.67904493201005,53.221230778778086,29.847246369144035,6.873111782477341,1.5659955257270708,12.683854166666665,25.882830969267133,8.03,21.67904493201005,2024-10-16,True,4.271047227926078,13.855055048358352,2.641042268062149,0.018893679977280774
princeton-nlp/Llama-3-8B-ProLong-64k-Base,8.03,2024-10-16,llama3,🟩 continuously pretrained,21.65219829915355,52.007229706068784,28.687899000980178,6.495468277945619,2.0134228187919474,14.62317708333333,26.08599290780142,8.03,21.65219829915355,2024-10-16,True,4.271047227926078,13.855055048358352,2.641042268062149,0.018893679977280774
princeton-nlp/Sheared-LLaMA-1.3B,1.3,2024-07-29,apache-2.0,🟢 pretrained,5.580925572139816,21.97702097102355,4.744629874421679,1.283987915407855,0.0,3.5794270833333326,1.9004875886524817,1.3,5.580925572139816,2024-07-29,True,1.675564681724846,8.7590411576821,-2.281045691467315,-0.15503225116950933
princeton-nlp/Sheared-LLaMA-2.7B,2.7,2024-07-29,apache-2.0,🟢 pretrained,6.437920061018112,24.16521496296493,5.655521329938437,1.283987915407855,3.355704697986576,2.091145833333335,2.0759456264775418,2.7,6.437920061018112,2024-07-29,True,1.675564681724846,10.734794985614164,-0.3052918635352509,-0.15503225116950933
pszemraj/Llama-3-6.3b-v0.1,6.3,2024-06-26,llama3,🟩 continuously pretrained,10.384306670382523,10.438968603305897,18.67999639960586,2.114803625377644,4.4742729306487705,6.154166666666666,20.44363179669031,6.3,10.384306670382523,2024-06-26,True,0.5913757700205339,12.95257965326316,1.9851454082636713,-0.2276848553194343
pszemraj/Mistral-v0.3-6B,5.939,2024-06-26,apache-2.0,🟩 continuously pretrained,10.122379227914848,24.537449522821667,13.51509134454944,1.3595166163141994,2.0134228187919474,6.613020833333334,12.695774231678486,5.939,10.122379227914848,2024-06-26,True,0.5913757700205339,12.793065380155559,1.8256311351560686,-0.2276848553194343
qingy2024/Falcon3-2x10B-MoE-Instruct,18.799,2024-12-25,apache-2.0,🟩 continuously pretrained,35.53368391277467,78.49783020164276,45.07385265905592,27.945619335347438,10.738255033557047,12.910937499999996,38.03560874704491,18.799,35.53368391277467,2024-12-25,True,6.570841889117043,16.30858209706697,4.940457732210319,0.17300526453772763
qingy2024/Qwarkstar-4B,4.473,2025-01-10,,🟩 continuously pretrained,14.167330731742462,19.941200459225964,16.574205111821954,8.610271903323262,9.955257270693512,14.0875,15.83554964539007,4.473,14.167330731742462,2025-01-10,True,7.096509240246407,12.462666705335748,1.0593168354367086,0.20823076958011555
qingy2024/Qwen2.5-4B,4.168,2025-01-16,,🟢 pretrained,14.27535656814343,21.58483933740253,19.977752146023,5.13595166163142,5.480984340044745,16.528906250000002,16.943705673758867,4.168,14.27535656814343,2025-01-16,True,7.293634496919918,12.28496631371629,0.868406879426355,0.22144033397101096
shivam9980/NEPALI-LLM,10.273,2024-09-24,apache-2.0,🟩 continuously pretrained,6.93055339969496,4.166611258128433,13.12524427731519,0.906344410876133,1.5659955257270708,9.991406250000002,11.827718676122933,10.273,6.93055339969496,2024-09-24,True,3.5482546201232035,14.472517886034014,3.3069401751710954,-0.029541389456002543
speakleash/Bielik-11B-v2,11.169,2024-10-16,apache-2.0,🟩 continuously pretrained,15.989069166924798,23.810489501190176,27.817906537862157,7.854984894259818,5.145413870246088,7.555989583333338,23.749630614657207,11.169,15.989069166924798,2024-10-16,True,4.271047227926078,14.747004761429249,3.5329919811330446,0.018893679977280774
stabilityai/stablelm-2-12b,12.143,2024-06-12,other,🟢 pretrained,13.998663061157224,15.69214129620518,22.685797482043984,4.305135951661631,3.803131991051453,14.485677083333334,23.02009456264776,12.143,13.998663061157224,2024-06-12,True,0.13141683778234087,14.695622733636146,3.7590108055487463,-0.25850717223152364
stabilityai/stablelm-2-1_6b,1.645,2024-06-12,other,🟢 pretrained,5.316831473392678,11.570521771122843,8.632695204968835,0.7552870090634441,0.0,5.791406249999999,5.1510786052009445,1.645,5.316831473392678,2024-06-12,True,0.13141683778234087,9.29184099048301,-1.6447709376043915,-0.25850717223152364
stabilityai/stablelm-3b-4e1t,2.795,2024-08-10,cc-by-sa-4.0,🟢 pretrained,7.3261912916856,22.031986240951785,9.01307034954628,1.0574018126888218,0.0,4.422656249999999,7.432033096926712,2.795,7.3261912916856,2024-08-10,True,2.0698151950718686,10.854692557626187,-0.21181342030501787,-0.1286131223877184
tensoropera/Fox-1-1.6B,1.665,2024-06-29,apache-2.0,🟢 pretrained,7.764365648440015,27.659831469390102,7.399760932518088,1.7371601208459215,1.789709172259505,3.873697916666666,4.12603427895981,1.665,7.764365648440015,2024-06-29,True,0.6899383983572895,9.361935866074155,-1.6121031611207812,-0.22108007312398656
tiiuae/Falcon3-10B-Base,10.306,2024-12-12,other,🟢 pretrained,27.61785087949368,36.47754624396601,41.37546218651794,24.924471299093657,12.751677852348994,14.173958333333331,36.003989361702125,10.306,27.61785087949368,2024-12-12,True,6.143737166324435,14.655113482514361,3.315609840504651,0.1443845416907875
tiiuae/Falcon3-1B-Base,1.669,2024-12-16,other,🟢 pretrained,9.8880961034972,24.280132271262477,11.343173265854867,3.3232628398791544,3.9149888143176734,9.709114583333331,6.757904846335696,1.669,9.8880961034972,2024-12-16,True,6.275154004106776,9.74269330442647,-1.6056167138438375,0.15319091795138448
tiiuae/Falcon3-3B-Base,3.228,2024-12-13,other,🟢 pretrained,15.738743193619,27.64985793250797,21.584784293773264,11.782477341389727,6.263982102908276,6.273697916666667,20.877659574468087,3.228,15.738743193619,2024-12-13,True,6.176591375770021,11.51923914008791,0.1775339040130483,0.14658613575593676
tiiuae/Falcon3-7B-Base,7.456,2024-12-12,other,🟢 pretrained,24.745725360383613,34.15947463840388,31.55991854750336,19.410876132930515,12.863534675615217,18.14270833333333,32.337839834515364,7.456,24.745725360383613,2024-12-12,True,6.143737166324435,13.780059965022993,2.440556323013282,0.1443845416907875
tiiuae/Falcon3-Mamba-7B-Base,7.273,2024-12-12,other,🟢 pretrained,18.138791975781,28.911288713945662,25.53404880295316,19.410876132930515,7.941834451901568,4.393229166666667,22.64147458628841,7.273,18.138791975781,2024-12-12,True,6.143737166324435,13.712884224256145,2.3733805822464333,0.1443845416907875
tiiuae/falcon-11B,11.103,2024-06-09,unknown,🟢 pretrained,13.851902586180216,32.613243970442866,21.937999462890275,2.794561933534743,2.796420581655479,7.530729166666667,15.438460401891252,11.103,13.851902586180216,2024-06-09,True,0.03285420944558522,14.446977807680542,3.5169706617885903,-0.2651119544269714
tiiuae/falcon-40b,40.0,2024-06-09,apache-2.0,🟢 pretrained,11.40130446230009,24.96453853553017,16.583304730312175,1.812688821752266,3.1319910514541416,5.193229166666668,16.722074468085104,40.0,11.40130446230009,2024-06-09,True,0.03285420944558522,17.91160505317613,6.981597907284183,-0.2651119544269714
tiiuae/falcon-7b,7.0,2024-06-09,apache-2.0,🟢 pretrained,5.17344472031948,18.205140139274903,5.963936911876051,0.9818731117824772,0.0,4.497135416666667,1.392582742316784,7.0,5.17344472031948,2024-06-09,True,0.03285420944558522,13.199965797904827,2.269958652012875,-0.2651119544269714
tiiuae/falcon-mamba-7b,7.0,2024-07-23,other,🟢 pretrained,15.179238027611218,33.35760227307987,19.87687780354344,4.45619335347432,8.05369127516779,10.862239583333334,14.468823877068557,7.0,15.179238027611218,2024-07-23,True,1.4784394250513346,13.296835936771394,2.269958652012875,-0.16824181556040477
tinycompany/ShawtyIsBad-bgem3,1.436,2025-03-08,apache-2.0,🟢 pretrained,12.610397878155718,26.08113139802391,13.857811570359898,4.833836858006042,7.38255033557047,5.916927083333333,17.59013002364066,1.436,12.610397878155718,2025-03-08,True,8.969199178644764,9.5167584355222,-2.0120822960903446,0.33372163129362237
tinycompany/ShawtyIsBad-e5-large,1.436,2025-03-08,mit,🟢 pretrained,12.316339936795012,24.682287441765624,14.177224162496438,4.531722054380665,6.935123042505594,6.138541666666666,17.433141252955085,1.436,12.316339936795012,2025-03-08,True,8.969199178644764,9.5167584355222,-2.0120822960903446,0.33372163129362237
tinycompany/ShawtyIsBad-ib,1.436,2025-03-08,apache-2.0,🟢 pretrained,12.35455968391428,25.65149359255664,14.236689579644496,4.909365558912387,6.487695749440718,5.279687499999999,17.56242612293144,1.436,12.35455968391428,2025-03-08,True,8.969199178644764,9.5167584355222,-2.0120822960903446,0.33372163129362237
tinycompany/ShawtyIsBad-nomic-moe,1.436,2025-03-09,mit,🟢 pretrained,12.741407000136505,26.07614462958284,14.318942650237616,4.305135951661631,7.606263982102905,6.671875,17.47007978723404,1.436,12.741407000136505,2025-03-09,True,9.00205338809035,9.51896002958735,-2.0120822960903446,0.33592322535877156
tinycompany/ShawtyIsBad-nomic1.5,1.436,2025-03-08,mit,🟢 pretrained,12.504999335501656,25.439168074043536,14.217971903055156,4.305135951661631,8.165548098434002,5.4875,17.414671985815602,1.436,12.504999335501656,2025-03-08,True,8.969199178644764,9.5167584355222,-2.0120822960903446,0.33372163129362237
tinycompany/SigmaBoi-base,2.943,2025-03-09,mit,🟢 pretrained,15.2508076506235,24.469961923252527,20.769956753887325,7.779456193353475,5.8165548098434,12.483854166666667,20.18506205673759,2.943,15.2508076506235,2025-03-09,True,9.00205338809035,11.458708217255941,-0.07233410842175418,0.33592322535877156
tinycompany/SigmaBoi-bge-m3,2.943,2025-03-08,mit,🟢 pretrained,15.455458242923893,24.502431326657717,21.20631466545509,7.628398791540786,5.92841163310962,13.254427083333336,20.212765957446805,2.943,15.455458242923893,2025-03-08,True,8.969199178644764,11.456506623190792,-0.07233410842175418,0.33372163129362237
tinycompany/SigmaBoi-ib,2.943,2025-03-08,mit,🟢 pretrained,14.968209771816907,24.774708883540114,21.07657916936113,7.401812688821751,5.033557046979867,11.254427083333336,20.268173758865245,2.943,14.968209771816907,2025-03-08,True,8.969199178644764,11.456506623190792,-0.07233410842175418,0.33372163129362237
tinycompany/SigmaBoi-nomic-moe,2.943,2025-03-09,mit,🟢 pretrained,15.186432252407451,24.74223948013493,20.96864244921853,7.175226586102719,5.7046979865771785,12.121093750000002,20.40669326241135,2.943,15.186432252407451,2025-03-09,True,9.00205338809035,11.458708217255941,-0.07233410842175418,0.33592322535877156
tinycompany/SigmaBoi-nomic1.5,2.943,2025-03-08,mit,🟢 pretrained,15.473023890881102,24.469961923252527,21.43784511243409,8.308157099697885,6.152125279642054,12.0171875,20.45286643026005,2.943,15.473023890881102,2025-03-08,True,8.969199178644764,11.456506623190792,-0.07233410842175418,0.33372163129362237
tinycompany/SigmaBoi-nomic1.5-fp32,2.943,2025-03-08,mit,🟢 pretrained,15.498419470905068,24.62233540339632,21.43784511243409,8.308157099697885,6.152125279642054,12.0171875,20.45286643026005,2.943,15.498419470905068,2025-03-08,True,8.969199178644764,11.456506623190792,-0.07233410842175418,0.33372163129362237
tklohj/WindyFloLLM,13.016,2024-07-10,,🟢 pretrained,14.243655403588258,26.685638550158025,24.39876319785054,1.5861027190332326,3.355704697986576,11.864062500000005,17.57166075650118,13.016,14.243655403588258,2024-07-10,True,1.051334702258727,14.94494285414468,3.9466862922331,-0.1968625384073449
togethercomputer/RedPajama-INCITE-7B-Base,7.0,2024-06-12,apache-2.0,🟢 pretrained,5.56181429403527,20.822971936683555,5.087242272916432,1.5861027190332326,0.6711409395973182,3.0166666666666657,2.186761229314421,7.0,5.56181429403527,2024-06-12,True,0.13141683778234087,13.206570580100276,2.269958652012875,-0.25850717223152364
togethercomputer/RedPajama-INCITE-Base-3B-v1,3.0,2024-06-12,apache-2.0,🟢 pretrained,5.521090384654182,22.936253584932423,3.518607767474259,1.4350453172205435,0.0,4.001041666666667,1.2355939716312052,3.0,5.521090384654182,2024-06-12,True,0.13141683778234087,10.916133308301353,-0.020478619786047557,-0.25850717223152364
upstage/SOLAR-10.7B-v1.0,10.732,2024-06-12,apache-2.0,🟢 pretrained,16.8549748598855,24.21264467169333,29.78935808901913,2.643504531722054,4.138702460850116,13.67786458333333,26.667774822695037,10.732,16.8549748598855,2024-06-12,True,0.13141683778234087,14.361712360673923,3.425100432586524,-0.25850717223152364
vonjack/MobileLLM-125M-HF,0.125,2024-11-15,cc-by-nc-4.0,🟢 pretrained,5.565351724961825,21.072753627042918,3.146583712799116,0.906344410876133,1.342281879194629,5.106770833333335,1.8173758865248215,0.125,5.565351724961825,2024-11-15,True,5.256673511293634,2.6685854921798606,-8.61147511007082,0.08494150193175799
yam-peleg/Hebrew-Mistral-7B-200K,7.504,2024-08-06,apache-2.0,🟩 continuously pretrained,8.386669075864491,17.698041197356346,7.671323719331375,3.096676737160121,0.4474272930648763,4.416666666666667,16.989878841607567,7.504,8.386669075864491,2024-08-06,True,1.9383983572895278,13.51560288649423,2.457903284823621,-0.1374194986483154
