model,date_utc,year,task,score,metric,params_b_c1,c1_model_match
MaziyarPanahi/calme-3.1-baguette-3b,2024-11-10 06:33:28.337429047+00:00,2024,MMLU-Pro,33.992686170212764,"acc,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,MuSR,39.41798941798942,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,IFEval,36.59889094269871,"prompt_level_strict_acc,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,MATH-Hard,10.42296072507553,"exact_match,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,GPQA,28.60738255033557,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,BBH,47.82155875716022,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-3b,2024-11-10 05:53:22.506788969+00:00,2024,MMLU-Pro,35.5718085106383,"acc,none",3.085,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,MuSR,58.730158730158735,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,IFEval,77.81885397412199,"prompt_level_strict_acc,none",77.965,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,MATH-Hard,38.74622356495468,"exact_match,none",77.965,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,GPQA,39.59731543624161,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,BBH,72.8345773303246,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.1-instruct-78b,2024-11-27 10:17:44.383395672+00:00,2024,MMLU-Pro,71.8500664893617,"acc,none",77.965,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,MuSR,35.05291005291005,"acc_norm,none",3.213,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,IFEval,69.68576709796673,"prompt_level_strict_acc,none",3.213,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,MATH-Hard,16.76737160120846,"exact_match,none",3.213,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,GPQA,28.104026845637588,"acc_norm,none",3.213,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,BBH,45.66915466064919,"acc_norm,none",3.213,True
MaziyarPanahi/calme-3.1-llamaloi-3b,2024-11-10 06:57:29.881083488+00:00,2024,MMLU-Pro,32.047872340425535,"acc,none",3.213,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,MuSR,40.07936507936508,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,IFEval,58.78003696857671,"prompt_level_strict_acc,none",3.085,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,MATH-Hard,3.096676737160121,"exact_match,none",3.085,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,GPQA,29.446308724832214,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,BBH,46.81478909911474,"acc_norm,none",3.085,True
MaziyarPanahi/calme-3.2-baguette-3b,2024-11-10 08:16:38.256154060+00:00,2024,MMLU-Pro,33.37765957446808,"acc,none",3.085,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,MuSR,40.34391534391534,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,IFEval,50.83179297597042,"prompt_level_strict_acc,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,MATH-Hard,9.894259818731117,"exact_match,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,GPQA,28.355704697986578,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,BBH,48.307585488630444,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-3b,2024-11-10 03:43:53.544114113+00:00,2024,MMLU-Pro,36.52759308510639,"acc,none",3.086,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,MuSR,60.05291005291006,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,IFEval,77.07948243992607,"prompt_level_strict_acc,none",77.965,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,MATH-Hard,39.95468277945619,"exact_match,none",77.965,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,GPQA,40.26845637583892,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,BBH,72.97344211074466,"acc_norm,none",77.965,True
MaziyarPanahi/calme-3.2-instruct-78b,2024-12-02 20:26:14.171711922+00:00,2024,MMLU-Pro,73.03025265957447,"acc,none",77.965,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,MuSR,39.15343915343915,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,IFEval,58.9648798521257,"prompt_level_strict_acc,none",3.086,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,MATH-Hard,0.0,"exact_match,none",3.086,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,GPQA,28.02013422818792,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,BBH,46.39819475785454,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-baguette-3b,2024-11-10 08:16:40.333827734+00:00,2024,MMLU-Pro,33.41921542553192,"acc,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,MuSR,40.60846560846561,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,IFEval,59.51940850277264,"prompt_level_strict_acc,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,MATH-Hard,0.0,"exact_match,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,GPQA,28.27181208053691,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,BBH,46.58913383093213,"acc_norm,none",3.086,True
MaziyarPanahi/calme-3.3-instruct-3b,2024-11-10 06:10:26.201410294+00:00,2024,MMLU-Pro,33.053523936170215,"acc,none",3.086,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,IFEval,36.78373382624769,"prompt_level_strict_acc,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,MATH-Hard,7.401812688821751,"exact_match,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,GPQA,28.187919463087248,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,BBH,50.78979343863913,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.1,2024-08-13 03:37:17.017813444+00:00,2024,MMLU-Pro,30.56848404255319,"acc,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,MuSR,43.12169312169312,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,IFEval,36.96857670979667,"prompt_level_strict_acc,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,MATH-Hard,6.722054380664652,"exact_match,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,GPQA,27.936241610738254,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,BBH,50.876583926401665,"acc_norm,none",24.154,True
MaziyarPanahi/Calme-4x7B-MoE-v0.2,2024-08-13 03:45:10.156525135+00:00,2024,MMLU-Pro,30.576795212765955,"acc,none",24.154,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,MuSR,44.17989417989418,"acc_norm,none",70.554,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,IFEval,39.37153419593346,"prompt_level_strict_acc,none",70.554,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,MATH-Hard,14.954682779456194,"exact_match,none",70.554,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,GPQA,28.439597315436245,"acc_norm,none",70.554,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,BBH,53.20256899843777,"acc_norm,none",70.554,True
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,2024-10-05 06:54:34.657654285+00:00,2024,MMLU-Pro,46.17686170212766,"acc,none",70.554,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,MuSR,42.06349206349206,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,IFEval,73.01293900184844,"prompt_level_strict_acc,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,MATH-Hard,4.909365558912387,"exact_match,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,GPQA,30.87248322147651,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,BBH,49.00190939073077,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,2024-07-18 10:11:58.741505623+00:00,2024,MMLU-Pro,38.6220079787234,"acc,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,IFEval,71.34935304990758,"prompt_level_strict_acc,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,MATH-Hard,7.099697885196375,"exact_match,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,GPQA,30.536912751677853,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,BBH,49.453219927095994,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-04 02:50:12.049709082+00:00,2024,MMLU-Pro,38.51396276595745,"acc,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,MuSR,41.4021164021164,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,IFEval,72.2735674676525,"prompt_level_strict_acc,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,MATH-Hard,6.797583081570997,"exact_match,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,GPQA,30.788590604026844,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,BBH,49.17549036625586,"acc_norm,none",8.03,True
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,2024-08-12 11:16:44.847026587+00:00,2024,MMLU-Pro,38.45578457446808,"acc,none",8.03,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,MuSR,34.92063492063492,"acc_norm,none",14.316,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,IFEval,23.475046210720887,"prompt_level_strict_acc,none",14.316,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,MATH-Hard,2.8700906344410875,"exact_match,none",14.316,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,GPQA,27.516778523489933,"acc_norm,none",14.316,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,BBH,38.916854712723485,"acc_norm,none",14.316,True
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,2024-09-18 13:00:15.705127239+00:00,2024,MMLU-Pro,23.8031914893617,"acc,none",14.316,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,MuSR,44.31216931216932,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,IFEval,27.35674676524954,"prompt_level_strict_acc,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,MATH-Hard,20.39274924471299,"exact_match,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,GPQA,28.523489932885905,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,BBH,50.84186773129665,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-29 17:43:56.651350975+00:00,2024,MMLU-Pro,38.57214095744681,"acc,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,MuSR,42.857142857142854,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,IFEval,21.441774491682068,"prompt_level_strict_acc,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,MATH-Hard,15.634441087613293,"exact_match,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,GPQA,29.36241610738255,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,BBH,46.12046519701441,"acc_norm,none",7.616,True
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-25 00:37:34.213725805+00:00,2024,MMLU-Pro,35.66323138297872,"acc,none",7.616,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,MuSR,32.93650793650794,"acc_norm,none",1.498,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,IFEval,47.504621072088725,"prompt_level_strict_acc,none",1.498,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,MATH-Hard,4.758308157099698,"exact_match,none",1.498,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,GPQA,26.090604026845636,"acc_norm,none",1.498,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,BBH,35.08071515361916,"acc_norm,none",1.498,True
meditsolutions/Llama-3.2-SUN-1B-chat,2024-11-06 17:37:43.979780436+00:00,2024,MMLU-Pro,18.99933510638298,"acc,none",1.498,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,MuSR,40.21164021164021,"acc_norm,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,IFEval,18.484288354898336,"prompt_level_strict_acc,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,MATH-Hard,0.1510574018126888,"exact_match,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,GPQA,28.60738255033557,"acc_norm,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,BBH,31.34872417982989,"acc_norm,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2024-10-05 13:19:34.904334068+00:00,2024,MMLU-Pro,13.572140957446807,"acc,none",2.209,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,MuSR,31.48148148148148,"acc_norm,none",2.472,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,IFEval,50.09242144177449,"prompt_level_strict_acc,none",2.472,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,MATH-Hard,5.0604229607250755,"exact_match,none",2.472,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,GPQA,25.922818791946305,"acc_norm,none",2.472,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,BBH,35.49730949487936,"acc_norm,none",2.472,True
meditsolutions/Llama-3.2-SUN-2.5B-chat,2024-10-27 05:12:26.117623091+00:00,2024,MMLU-Pro,18.13497340425532,"acc,none",2.472,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,MuSR,40.07936507936508,"acc_norm,none",0.63,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,IFEval,6.654343807763401,"prompt_level_strict_acc,none",0.63,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,MATH-Hard,0.4531722054380665,"exact_match,none",0.63,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,GPQA,25.16778523489933,"acc_norm,none",0.63,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,BBH,30.324596424231903,"acc_norm,none",0.63,True
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-20 00:19:25.861776829+00:00,2024,MMLU-Pro,11.544215425531915,"acc,none",0.63,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,ARC-Challenge,57.76450511945392,"acc_norm,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,MuSR,35.317460317460316,"acc_norm,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,IFEval,18.11460258780037,"prompt_level_strict_acc,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,MATH-Hard,1.0574018126888218,"exact_match,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,GPQA,28.104026845637588,"acc_norm,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,BBH,41.13869119944454,"acc_norm,none",13.016,True
meta-llama/Llama-2-13b-hf,2024-06-17 10:51:37.086401701+00:00,2024,MMLU-Pro,23.778257978723406,"acc,none",13.016,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,ARC-Challenge,52.73037542662116,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,MuSR,36.77248677248677,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,IFEval,44.36229205175601,"prompt_level_strict_acc,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,MATH-Hard,0.906344410876133,"exact_match,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,GPQA,26.426174496644293,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,BBH,30.220447838916854,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-chat-hf,2024-06-16 18:29:39.288074970+00:00,2024,MMLU-Pro,24.32679521276596,"acc,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,ARC-Challenge,67.57679180887372,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,MuSR,41.13756613756614,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,IFEval,17.56007393715342,"prompt_level_strict_acc,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,MATH-Hard,2.492447129909366,"exact_match,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,GPQA,30.285234899328863,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,BBH,54.608574900190945,"acc_norm,none",68.977,True
meta-llama/Llama-2-70b-hf,2024-06-16 18:34:44.521260976+00:00,2024,MMLU-Pro,37.175864361702125,"acc,none",68.977,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,ARC-Challenge,45.30716723549488,"acc_norm,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,MuSR,36.77248677248677,"acc_norm,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,IFEval,32.90203327171904,"prompt_level_strict_acc,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,MATH-Hard,0.6797583081570997,"exact_match,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,GPQA,25.419463087248324,"acc_norm,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,BBH,30.845339350807148,"acc_norm,none",6.738,True
meta-llama/Llama-2-7b-chat-hf,2024-06-17 15:36:26.161500931+00:00,2024,MMLU-Pro,16.7719414893617,"acc,none",6.738,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,MuSR,45.63492063492063,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,IFEval,10.905730129390019,"prompt_level_strict_acc,none",70.554,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,MATH-Hard,16.691842900302113,"exact_match,none",70.554,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,GPQA,38.758389261744966,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,BBH,62.71480645721229,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B,2024-07-18 11:24:36.754596949+00:00,2024,MMLU-Pro,46.54255319148936,"acc,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,MuSR,45.370370370370374,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,IFEval,81.51571164510166,"prompt_level_strict_acc,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,MATH-Hard,2.719033232628399,"exact_match,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,GPQA,31.62751677852349,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,BBH,67.9916681131748,"acc_norm,none",70.554,True
meta-llama/Llama-3.1-70B-Instruct,2024-07-19 11:03:29.251594543+00:00,2024,MMLU-Pro,53.37433510638297,"acc,none",70.554,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,MuSR,39.682539682539684,"acc_norm,none",8.03,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,IFEval,41.95933456561922,"prompt_level_strict_acc,none",8.03,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,MATH-Hard,15.407854984894257,"exact_match,none",8.03,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,GPQA,31.543624161073826,"acc_norm,none",8.03,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,BBH,50.77243534108662,"acc_norm,none",8.03,True
meta-llama/Llama-3.1-8B-Instruct,2025-02-06 09:22:09.046032906+00:00,2025,MMLU-Pro,37.982047872340424,"acc,none",8.03,True
meta-llama/Llama-3.2-1B,2024-09-23 09:29:07.788914919+00:00,2024,MuSR,34.39153439153439,"acc_norm,none",1.24,True
meta-llama/Llama-3.2-1B,2024-09-23 09:29:07.788914919+00:00,2024,IFEval,11.090573012939002,"prompt_level_strict_acc,none",1.24,True
meta-llama/Llama-3.2-1B,2024-09-23 09:29:07.788914919+00:00,2024,MATH-Hard,0.22658610271903326,"exact_match,none",1.24,True
meta-llama/Llama-3.2-1B,2024-09-23 09:29:07.788914919+00:00,2024,GPQA,22.818791946308725,"acc_norm,none",1.24,True
